Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit
2625,Kids,Training,Flex Trainer,M,-1.0,6815.44,,0.0,2025-02-05,Online,Pune,3874.57
2626,Men,Running,Air Zoom,7,,5550.99,,0.0,2025/04/21,Retail,bengaluru,-757.9
2627,Women,Basketball,LeBron 20,7,,,,0.0,2023-12-31,Online,Delhi,282.13
2628,Kids,Basketball,Kyrie Flytrap,L,4.0,,0.44,0.0,29-06-2025,Retail,Pune,-348.88
2629,Kids,Lifestyle,Waffle One,XL,,,,0.0,2024/10/23,Retail,Bangalore,1198.75
2630,Kids,Running,Pegasus Turbo,,2.0,5846.21,1.02,-233.85,,Online,Delhi,3880.6
2631,Women,Basketball,Zoom Freak,,,,,0.0,16-03-2025,Online,Kolkata,2848.46
2632,Men,Running,Pegasus Turbo,L,-1.0,7504.2,0.99,-75.04,2024-03-10,Online,Pune,2413.42
2633,Kids,Basketball,Air Jordan,10,0.0,,0.71,0.0,13-06-2025,Online,bengaluru,3634.35
2634,Men,Lifestyle,Waffle One,,,5815.75,,0.0,22-08-2024,Retail,bengaluru,3190.46
2635,Women,Running,React Infinity,M,,3934.22,,0.0,2024-02-28,Online,Kolkata,430.63
2636,Men,Basketball,LeBron 20,11,,,,0.0,,Online,bengaluru,3269.14
2637,Kids,Training,SuperRep Go,L,,,,0.0,20-04-2025,Retail,Hyd,3847.48
2638,Men,Soccer,Premier III,8,1.0,5028.99,,0.0,2024-01-22,Online,Pune,654.11
2639,Men,Lifestyle,Blazer Mid,XL,,2597.93,,0.0,2025-06-25,Retail,Pune,374.95
2640,Kids,Training,ZoomX Invincible,9,2.0,7900.02,,0.0,02-08-2024,Online,Bangalore,861.92
2641,Men,Running,React Infinity,,,2890.77,,0.0,2024/11/27,Online,bengaluru,1709.06
2642,Women,Lifestyle,Air Force 1,XL,,,,0.0,17-05-2025,Retail,Pune,-785.16
2643,Men,Soccer,Mercurial Superfly,,,,,0.0,2025/04/17,Retail,Mumbai,2715.31
2644,Men,Training,SuperRep Go,M,1.0,2640.04,,0.0,,Retail,bengaluru,1466.96
2022,Kids,Training,ZoomX Invincible,L,3.0,,,0.0,27-11-2024,Retail,Mumbai,689.62
2646,Men,Soccer,Premier III,XL,1.0,,0.89,0.0,20-10-2024,Retail,Kolkata,2676.52
2647,Women,Basketball,Zoom Freak,,4.0,,,0.0,,Online,Mumbai,747.29
2648,Men,Running,React Infinity,L,,3477.49,0.54,0.0,2025-03-06,Retail,Delhi,3487.39
2649,Women,Basketball,Kyrie Flytrap,L,,6798.48,1.18,0.0,01-02-2025,Retail,Mumbai,2297.4
2650,Men,Lifestyle,Blazer Mid,,,,,0.0,2023-08-14,Retail,Bangalore,3703.68
2651,Kids,Basketball,Air Jordan,L,1.0,,,0.0,2024-10-27,Online,Kolkata,-819.33
2652,Women,Basketball,Air Jordan,,2.0,,1.08,0.0,10-04-2025,Online,Delhi,-240.8
2653,Men,Running,Pegasus Turbo,M,,6178.85,1.04,0.0,10-12-2024,Online,Hyderabad,2550.88
2654,Kids,Soccer,Tiempo Legend,M,,,,0.0,2024-07-21,Online,Bangalore,2933.02
2655,Kids,Training,SuperRep Go,10,,4993.94,,0.0,,Retail,Mumbai,2420.85
2656,Women,Soccer,Premier III,M,1.0,5246.43,,0.0,,Retail,Bangalore,1891.48
2657,Kids,Running,Air Zoom,M,4.0,,,0.0,2025/04/07,Online,Delhi,494.45
2658,Women,Lifestyle,Dunk Low,L,1.0,,,0.0,2025-04-26,Online,Delhi,155.53
2659,Kids,Basketball,LeBron 20,M,,9945.56,1.01,0.0,12-05-2025,Online,Hyd,-1116.54
2660,Men,Training,Flex Trainer,,,,,0.0,01-11-2024,Retail,Pune,2519.25
2661,Kids,Soccer,Tiempo Legend,XL,,2006.63,,0.0,,Online,Delhi,3171.69
2662,Kids,Training,SuperRep Go,M,0.0,,,0.0,,Online,Delhi,2104.46
2663,Kids,Training,Metcon 7,L,2.0,,0.43,0.0,17-06-2025,Retail,Delhi,3174.81
2664,Kids,Running,Pegasus Turbo,L,2.0,9103.08,,0.0,11-12-2024,Online,Mumbai,1726.8
2665,Men,Lifestyle,Waffle One,L,,6140.7,,0.0,,Online,Delhi,506.87
2666,Women,Soccer,Phantom GT,M,,3700.75,,0.0,,Online,Kolkata,-963.73
2667,Women,Lifestyle,Air Force 1,XL,3.0,9367.66,,0.0,2025/03/23,Online,Delhi,-623.95
2668,Women,Training,ZoomX Invincible,M,,,0.45,0.0,2024/12/20,Retail,Bangalore,3138.32
2669,Women,Training,Flex Trainer,XL,,,0.51,0.0,,Retail,Pune,1737.23
2027,Men,Soccer,Premier III,12,4.0,7204.01,,0.0,2025-06-15,Retail,Delhi,3951.42
2671,Kids,Running,Air Zoom,XL,,9264.49,,0.0,26-06-2025,Retail,Pune,491.18
2672,Women,Lifestyle,Air Force 1,XL,2.0,,,0.0,2024/08/04,Online,Mumbai,67.58
2673,Kids,Running,Pegasus Turbo,11,,6891.25,0.63,0.0,,Retail,Pune,-742.85
2674,Women,Lifestyle,Waffle One,7,-1.0,4784.45,,0.0,2025/01/25,Online,Pune,3357.12
2675,Women,Soccer,Premier III,12,3.0,,,0.0,04-04-2025,Online,Hyderabad,2731.71
2676,Men,Running,Air Zoom,10,,,,0.0,2025/05/13,Online,Delhi,3932.36
2677,Men,Lifestyle,Air Force 1,M,2.0,5618.62,,0.0,,Retail,bengaluru,1745.96
2678,Kids,Running,Pegasus Turbo,,0.0,4240.24,1.21,0.0,06-11-2024,Retail,Pune,3483.11
2679,Men,Training,Flex Trainer,M,,2758.08,0.04,0.0,2024-07-05,Online,Bangalore,2447.58
2680,Kids,Training,Metcon 7,,,,,0.0,21-07-2025,Retail,Pune,1044.98
2681,Women,Running,Pegasus Turbo,8,,5996.09,,0.0,,Online,Delhi,3597.08
2682,Men,Basketball,LeBron 20,XL,4.0,,0.41,0.0,28-08-2024,Retail,Pune,3614.76
2683,Kids,Lifestyle,Dunk Low,XL,1.0,,,0.0,12-06-2025,Online,Mumbai,1119.71
2684,Men,Lifestyle,Blazer Mid,L,0.0,,0.73,0.0,11-04-2025,Retail,Mumbai,1556.61
2685,Kids,Lifestyle,Dunk Low,M,4.0,,,0.0,2025/05/22,Retail,Hyderabad,1377.72
2686,Women,Lifestyle,Blazer Mid,L,,9585.39,1.03,0.0,2025/07/03,Retail,Hyderabad,761.26
2687,Women,Lifestyle,Waffle One,8,-1.0,2381.94,,0.0,30-09-2024,Retail,Delhi,1457.93
2031,Women,Soccer,Phantom GT,L,,,,0.0,2024-07-12,Online,Mumbai,3119.37
2689,Women,Basketball,LeBron 20,,,5260.17,,0.0,2025/01/28,Retail,Mumbai,1402.81
2690,Kids,Training,Metcon 7,6,,,,0.0,2024/11/21,Online,Mumbai,1125.71
2042,Men,Running,Air Zoom,,,,0.8,0.0,,Online,Delhi,-151.26
2692,Women,Training,Metcon 7,XL,,,0.47,0.0,2024-06-02,Online,Bangalore,2528.27
2693,Kids,Training,ZoomX Invincible,10,,,,0.0,2025/05/11,Online,Bangalore,262.12
2694,Women,Training,Metcon 7,M,,,,0.0,2024/07/25,Online,hyderbad,-249.45
2695,Men,Basketball,Air Jordan,L,-1.0,,,0.0,12-10-2024,Online,hyderbad,3234.28
2696,Women,Lifestyle,Blazer Mid,L,,,1.0,0.0,2024/11/22,Online,Mumbai,66.43
2697,Men,Basketball,Air Jordan,M,-1.0,,0.09,0.0,2025/06/25,Online,Delhi,681.86
2698,Men,Basketball,LeBron 20,XL,,,0.02,0.0,,Retail,Mumbai,1680.5
2699,Men,Lifestyle,Dunk Low,XL,0.0,,,0.0,2025/02/21,Online,Mumbai,1052.65
2700,Kids,Training,Metcon 7,XL,0.0,,0.48,0.0,2025/07/11,Retail,bengaluru,1423.83
2701,Men,Training,SuperRep Go,XL,,,,0.0,2024/11/29,Online,Delhi,2007.01
2702,Men,Basketball,Kyrie Flytrap,XL,0.0,,,0.0,2024/12/16,Online,Pune,687.32
2703,Kids,Running,Pegasus Turbo,L,,5214.32,,0.0,2025-06-24,Online,Kolkata,-637.13
2704,Women,Basketball,LeBron 20,L,,5094.43,,0.0,,Online,Hyd,1765.36
2705,Men,Running,Pegasus Turbo,,,,,0.0,2024-01-07,Retail,Pune,-37.88
2706,Women,Training,ZoomX Invincible,XL,0.0,,,0.0,08-05-2025,Retail,Kolkata,3153.1
2707,Men,Running,Free RN,XL,,2996.2,0.49,0.0,,Online,Hyderabad,2913.41
2708,Kids,Basketball,Kyrie Flytrap,L,,4523.72,,0.0,2024/10/14,Online,hyderbad,-237.9
2709,Kids,Running,Free RN,10,1.0,6302.98,0.48,3277.55,2025/03/08,Retail,Delhi,2835.93
2710,Women,Lifestyle,Blazer Mid,M,2.0,4669.75,,0.0,,Retail,Bangalore,-987.12
2711,Men,Soccer,Mercurial Superfly,7,2.0,,,0.0,,Online,Delhi,756.18
2712,Women,Running,Pegasus Turbo,XL,,,,0.0,2024/07/22,Retail,Delhi,3024.11
2713,Men,Lifestyle,Air Force 1,L,1.0,7877.36,0.55,3544.81,2025/05/10,Retail,Kolkata,3663.49
2026,Women,Running,Air Zoom,,,2491.06,,0.0,04-09-2024,Retail,Bangalore,1660.44
2715,Kids,Basketball,LeBron 20,L,0.0,,1.07,0.0,2025-06-13,Online,Kolkata,-1164.37
2716,Kids,Training,SuperRep Go,M,0.0,4830.96,,0.0,17-11-2024,Online,Pune,1344.73
2717,Men,Running,Free RN,M,0.0,9473.09,,0.0,17-11-2024,Online,Delhi,3055.36
2718,Men,Basketball,LeBron 20,7,,8485.23,,0.0,,Retail,bengaluru,637.62
2719,Women,Training,Metcon 7,,,4819.76,,0.0,2024-03-22,Retail,Kolkata,2066.12
2720,Kids,Training,ZoomX Invincible,M,,,,0.0,,Retail,Delhi,2548.78
2721,Kids,Training,Flex Trainer,L,0.0,,,0.0,2023-11-11,Online,Bangalore,1275.23
2722,Women,Lifestyle,Dunk Low,L,0.0,,0.09,0.0,2024/09/30,Online,Kolkata,818.65
2723,Women,Lifestyle,Dunk Low,XL,,3403.54,,0.0,2025/03/10,Online,Kolkata,221.41
2724,Women,Training,Flex Trainer,L,,8007.22,,0.0,2025-01-16,Online,Delhi,1190.2
2012,Men,Lifestyle,Dunk Low,XL,,2174.89,,0.0,,Retail,Kolkata,-406.38
2726,Women,Training,Flex Trainer,,,,0.48,0.0,2024/08/19,Retail,Pune,1392.27
2727,Men,Lifestyle,Waffle One,M,,6154.32,0.94,0.0,,Online,Kolkata,2004.4
2018,Kids,Soccer,Tiempo Legend,L,,,,0.0,15-02-2025,Retail,bengaluru,-701.28
2729,Kids,Training,Flex Trainer,,,6383.55,,0.0,2025/04/29,Retail,Delhi,2079.06
2730,Women,Lifestyle,Dunk Low,,1.0,,,0.0,,Online,hyderbad,2140.93
2731,Kids,Lifestyle,Dunk Low,M,3.0,,,0.0,28-03-2025,Online,Kolkata,3961.27
2732,Women,Training,SuperRep Go,M,0.0,3402.8,,0.0,2025-03-01,Online,Hyderabad,1045.5
2733,Women,Running,Free RN,L,,6743.38,,0.0,2024-11-22,Online,Pune,1908.63
2734,Women,Soccer,Tiempo Legend,,-1.0,,,0.0,2025/07/10,Online,Bangalore,1229.08
2735,Kids,Running,Free RN,XL,,,,0.0,2024/08/05,Online,Kolkata,928.63
2736,Men,Soccer,Tiempo Legend,,,,0.49,0.0,2025-02-22,Retail,Delhi,3042.49
2737,Kids,Basketball,Kyrie Flytrap,XL,,,,0.0,2024/09/10,Retail,Mumbai,144.37
2738,Women,Training,ZoomX Invincible,M,3.0,,0.39,0.0,2025-05-11,Retail,Pune,-712.53
2739,Kids,Running,Free RN,L,2.0,,0.26,0.0,2025/02/04,Online,Kolkata,2350.69
2740,Women,Lifestyle,Air Force 1,XL,1.0,4922.19,,0.0,,Retail,bengaluru,3820.48
2741,Women,Training,SuperRep Go,L,,5241.9,,0.0,2025-01-15,Online,Hyderabad,-295.49
2742,Kids,Lifestyle,Blazer Mid,XL,,7063.25,,0.0,2024/11/14,Online,Mumbai,3746.48
2003,Women,Training,ZoomX Invincible,XL,4.0,7850.87,1.02,-628.07,2025/04/01,Online,Kolkata,992.14
2744,Men,Running,Pegasus Turbo,,1.0,7951.27,,0.0,,Retail,Delhi,-154.17
2745,Men,Soccer,Phantom GT,XL,-1.0,,0.94,0.0,2024/12/31,Retail,hyderbad,501.65
2746,Women,Basketball,Air Jordan,L,-1.0,9795.69,,0.0,21-09-2024,Online,Mumbai,1044.46
2747,Men,Soccer,Tiempo Legend,XL,4.0,2483.97,,0.0,,Online,Delhi,-609.36
2748,Men,Basketball,Kyrie Flytrap,XL,,,0.05,0.0,14-08-2024,Retail,Pune,1010.96
2028,Kids,Training,ZoomX Invincible,,,5474.79,,0.0,2025/03/01,Online,Pune,-682.62
2750,Women,Lifestyle,Dunk Low,L,,,,0.0,,Online,Hyderabad,2924.09
2751,Men,Basketball,Air Jordan,XL,,4776.83,,0.0,2025/03/09,Retail,Delhi,2857.99
2752,Kids,Lifestyle,Waffle One,,0.0,,,0.0,2025/02/23,Retail,Pune,341.26
2753,Men,Running,Pegasus Turbo,L,,,,0.0,2024/12/02,Retail,Kolkata,-364.23
2754,Kids,Training,ZoomX Invincible,XL,1.0,,,0.0,2025-01-03,Online,Kolkata,3565.12
2755,Men,Running,React Infinity,M,3.0,8574.0,,0.0,24-12-2024,Online,bengaluru,161.95
2756,Women,Lifestyle,Waffle One,,,8510.85,1.11,0.0,2023-09-21,Retail,bengaluru,1491.91
2757,Men,Soccer,Phantom GT,,0.0,3101.14,,0.0,2025/05/21,Online,hyderbad,-271.85
2758,Women,Lifestyle,Waffle One,M,,,,0.0,,Online,Pune,3986.03
2759,Kids,Soccer,Premier III,,,,,0.0,2024-01-26,Retail,Delhi,1822.72
2760,Men,Training,SuperRep Go,7,,,,0.0,2025/05/28,Online,Mumbai,1496.19
2761,Kids,Soccer,Premier III,M,4.0,,,0.0,,Retail,Delhi,2588.03
2762,Women,Running,Pegasus Turbo,L,2.0,,,0.0,,Retail,Mumbai,-355.55
2763,Women,Soccer,Phantom GT,10,4.0,3328.58,,0.0,2024/07/31,Online,Pune,-763.34
2764,Kids,Lifestyle,Blazer Mid,,,7776.94,,0.0,2025/03/17,Retail,Kolkata,-532.24
2765,Women,Soccer,Premier III,M,,6370.84,,0.0,2025/06/24,Online,Mumbai,1609.7
2766,Women,Lifestyle,Dunk Low,,-1.0,2609.07,,0.0,2024/12/23,Retail,Mumbai,-265.27
2767,Kids,Basketball,Zoom Freak,L,,6887.39,,0.0,2025/07/21,Online,Delhi,1562.76
2768,Men,Basketball,LeBron 20,,,,,0.0,2025/01/03,Online,Pune,3525.96
2050,Men,Basketball,LeBron 20,,,8335.48,0.57,0.0,2025/06/30,Retail,Mumbai,832.37
2770,Men,Soccer,Tiempo Legend,9,,,0.7,0.0,22-08-2024,Online,Kolkata,-1095.12
2771,Men,Running,Pegasus Turbo,M,,5222.92,,0.0,2025-05-26,Online,Delhi,1804.67
2772,Kids,Basketball,Zoom Freak,12,,,,0.0,04-01-2025,Online,Pune,2332.29
2773,Women,Training,ZoomX Invincible,M,1.0,5045.62,1.21,-1059.58,02-04-2025,Online,hyderbad,1191.02
2774,Women,Running,Free RN,XL,,,,0.0,,Online,bengaluru,585.97
2775,Men,Lifestyle,Air Force 1,,,,0.73,0.0,,Online,Pune,2329.33
2776,Men,Training,Flex Trainer,L,,,,0.0,2025-03-17,Retail,Mumbai,1143.68
2777,Kids,Basketball,Air Jordan,XL,,9062.25,,0.0,,Retail,Kolkata,-9.69
2778,Kids,Soccer,Phantom GT,11,0.0,4462.26,,0.0,2025/06/20,Online,Hyd,1006.73
2779,Kids,Basketball,Kyrie Flytrap,,,,0.09,0.0,2024-12-06,Online,bengaluru,-187.36
2780,Men,Training,Metcon 7,6,1.0,4308.75,0.32,2929.95,,Online,Hyderabad,799.35
2781,Men,Training,Metcon 7,12,1.0,6546.59,0.68,2094.91,2023-09-03,Retail,Bangalore,1504.31
2782,Women,Training,ZoomX Invincible,8,,8292.37,,0.0,,Online,Pune,-816.55
2783,Women,Running,React Infinity,,,,0.36,0.0,08-09-2024,Retail,Pune,134.95
2784,Women,Basketball,Kyrie Flytrap,M,,,,0.0,2025/01/28,Online,Pune,2982.03
2785,Women,Lifestyle,Blazer Mid,L,2.0,,,0.0,20-10-2024,Retail,Hyderabad,-834.71
2786,Women,Lifestyle,Blazer Mid,9,,,0.59,0.0,20-10-2024,Online,Hyd,3872.35
2787,Kids,Training,Metcon 7,12,3.0,3440.88,,0.0,2024/08/31,Online,Pune,22.93
2788,Women,Soccer,Mercurial Superfly,M,,7478.84,,0.0,2024-01-04,Retail,Hyd,-18.4
2789,Kids,Lifestyle,Dunk Low,M,,,,0.0,2024-01-15,Retail,Kolkata,1756.75
2790,Kids,Running,React Infinity,XL,,,,0.0,17-08-2024,Retail,Delhi,2554.82
2791,Kids,Training,Metcon 7,M,,,,0.0,2024-05-29,Retail,Delhi,1194.43
2792,Kids,Lifestyle,Waffle One,L,-1.0,4338.16,,0.0,08-05-2025,Online,Kolkata,-328.05
2793,Men,Running,Pegasus Turbo,XL,0.0,,,0.0,2024/10/12,Retail,bengaluru,922.24
2794,Women,Soccer,Mercurial Superfly,,,,1.22,0.0,,Online,Mumbai,3833.78
2795,Women,Running,React Infinity,L,0.0,,,0.0,,Retail,Delhi,-615.37
2796,Men,Lifestyle,Dunk Low,12,-1.0,2849.49,,0.0,2023-11-08,Retail,Mumbai,2597.58
2797,Women,Lifestyle,Dunk Low,,,2162.29,,0.0,2025-03-30,Retail,Delhi,3158.47
2798,Kids,Lifestyle,Dunk Low,M,,8546.98,,0.0,,Retail,Mumbai,430.88
2799,Kids,Training,SuperRep Go,,3.0,2359.47,0.54,3256.07,08-07-2025,Online,Mumbai,3165.65
2800,Women,Running,React Infinity,6,0.0,8737.08,0.9,0.0,13-03-2025,Online,Delhi,1737.0
2801,Women,Running,React Infinity,8,2.0,,,0.0,2024-02-13,Retail,Mumbai,2966.12
2802,Men,Running,Free RN,L,3.0,,,0.0,2024-01-19,Online,Kolkata,-231.73
2803,Women,Soccer,Mercurial Superfly,XL,0.0,,,0.0,2023-11-02,Online,hyderbad,83.11
2804,Kids,Running,Pegasus Turbo,XL,-1.0,,,0.0,,Online,hyderbad,2270.96
2805,Women,Running,Pegasus Turbo,L,-1.0,,0.82,0.0,2023-08-28,Online,Pune,2037.76
2806,Kids,Basketball,Kyrie Flytrap,7,3.0,4466.78,,0.0,2024-02-10,Online,Bangalore,2407.08
2807,Kids,Training,ZoomX Invincible,L,2.0,,,0.0,01-10-2024,Online,hyderbad,875.36
2808,Women,Running,Pegasus Turbo,L,0.0,7810.49,,0.0,,Online,bengaluru,-65.85
2809,Women,Running,Free RN,,0.0,3260.38,0.08,0.0,,Retail,Mumbai,-554.84
2810,Men,Running,Air Zoom,7,2.0,2943.44,0.53,2766.83,,Retail,hyderbad,405.67
2811,Men,Basketball,Zoom Freak,8,3.0,9153.02,,0.0,24-01-2025,Retail,Bangalore,-77.61
2812,Men,Basketball,LeBron 20,,2.0,9507.39,0.01,18824.63,08-08-2024,Online,Kolkata,2570.01
2813,Men,Running,Free RN,M,4.0,7450.8,,0.0,,Online,bengaluru,2098.29
2814,Kids,Running,React Infinity,M,0.0,,,0.0,2024/10/07,Online,Delhi,1702.06
2815,Kids,Training,Flex Trainer,L,0.0,,1.16,0.0,,Online,Kolkata,3281.98
2816,Men,Basketball,LeBron 20,M,3.0,5983.35,,0.0,22-01-2025,Retail,Hyderabad,916.13
2032,Women,Soccer,Mercurial Superfly,10,2.0,,0.96,0.0,16-10-2024,Online,Kolkata,-596.41
2818,Kids,Soccer,Premier III,,-1.0,,,0.0,2025/05/08,Retail,Pune,-797.91
2819,Kids,Soccer,Premier III,9,,7645.41,,0.0,2025-01-20,Retail,bengaluru,593.62
2820,Women,Lifestyle,Blazer Mid,M,4.0,8659.15,,0.0,2024/08/05,Online,Mumbai,2078.39
2821,Kids,Lifestyle,Air Force 1,,0.0,3360.35,,0.0,2025/04/08,Online,Delhi,2991.25
2822,Women,Lifestyle,Blazer Mid,11,,8314.34,,0.0,10-07-2025,Retail,Bangalore,-1145.98
2823,Men,Soccer,Mercurial Superfly,L,1.0,,,0.0,27-07-2024,Retail,Mumbai,-1125.91
2824,Men,Basketball,Air Jordan,L,4.0,5123.35,,0.0,2024/11/02,Online,Mumbai,1620.37
2825,Kids,Training,SuperRep Go,M,,,,0.0,,Retail,Pune,2322.87
2826,Kids,Lifestyle,Blazer Mid,M,2.0,,0.01,0.0,,Retail,bengaluru,262.81
2827,Men,Basketball,Air Jordan,L,0.0,4278.28,1.17,0.0,2025/01/27,Retail,Hyderabad,860.32
2828,Women,Training,ZoomX Invincible,XL,,2095.0,,0.0,05-09-2024,Online,hyderbad,-831.4
2829,Men,Basketball,LeBron 20,XL,,,,0.0,2024-07-17,Online,Kolkata,2539.92
2830,Men,Basketball,Air Jordan,,-1.0,8572.48,0.88,-1028.7,,Online,Delhi,1221.09
2831,Women,Training,SuperRep Go,7,4.0,,,0.0,2024/11/10,Online,Mumbai,3134.87
2832,Kids,Basketball,Kyrie Flytrap,,0.0,,0.15,0.0,2024-05-17,Retail,Hyd,752.0
2833,Women,Training,Flex Trainer,XL,4.0,2224.9,,0.0,2025/01/19,Online,Pune,-16.04
2834,Kids,Training,Flex Trainer,M,-1.0,9544.08,,0.0,2024-09-05,Retail,Kolkata,575.58
2835,Women,Lifestyle,Air Force 1,,,9240.64,0.63,0.0,2024-10-07,Retail,Pune,1873.76
2836,Men,Basketball,Kyrie Flytrap,L,0.0,9098.9,0.75,0.0,2025-07-22,Retail,Delhi,2729.87
2837,Women,Running,Pegasus Turbo,L,,8889.68,,0.0,,Online,Mumbai,2191.17
2838,Women,Basketball,Air Jordan,XL,4.0,8605.73,,0.0,08-01-2025,Retail,Pune,-990.99
2839,Men,Lifestyle,Waffle One,6,,,,0.0,03-03-2025,Online,Hyd,2992.52
2050,Women,Lifestyle,Blazer Mid,L,-1.0,,,0.0,2024-11-28,Online,Kolkata,3407.87
2841,Men,Basketball,LeBron 20,M,1.0,4166.94,,0.0,,Online,Delhi,2865.93
2842,Women,Soccer,Phantom GT,M,-1.0,,,0.0,2025-01-19,Online,Bangalore,-1193.98
2843,Men,Training,SuperRep Go,12,,,,0.0,25-04-2025,Online,Mumbai,3574.05
2844,Men,Lifestyle,Waffle One,,2.0,6495.53,0.23,10003.12,,Retail,Mumbai,-951.85
2845,Men,Training,ZoomX Invincible,,,,,0.0,2023-10-31,Retail,Pune,40.98
2846,Kids,Training,ZoomX Invincible,L,,2932.99,,0.0,2024/10/29,Online,Pune,-543.26
2847,Men,Training,Metcon 7,XL,0.0,,0.16,0.0,16-11-2024,Online,Bangalore,3988.85
2848,Kids,Running,Free RN,8,,9476.8,0.03,0.0,2024/08/14,Online,Hyderabad,-350.03
2008,Men,Running,Air Zoom,XL,,,,0.0,2024-07-25,Retail,Mumbai,-639.42
2850,Kids,Lifestyle,Waffle One,XL,2.0,,,0.0,2024-11-10,Retail,Pune,458.86
2851,Kids,Lifestyle,Blazer Mid,XL,,2241.11,,0.0,2024-12-28,Online,Mumbai,1243.95
2852,Kids,Running,React Infinity,8,,,,0.0,,Online,Delhi,-234.16
2853,Women,Basketball,Kyrie Flytrap,XL,,,,0.0,2025/02/06,Retail,hyderbad,3841.05
2854,Women,Basketball,LeBron 20,,-1.0,,0.98,0.0,2023-11-07,Online,Pune,1103.35
2855,Kids,Basketball,Air Jordan,,,2809.8,,0.0,20-04-2025,Online,Mumbai,-425.73
2856,Kids,Basketball,Kyrie Flytrap,M,,,1.14,0.0,2023-10-12,Online,Kolkata,3137.85
2857,Women,Running,React Infinity,10,,4105.44,0.73,0.0,25-08-2024,Online,Kolkata,3197.09
2858,Kids,Lifestyle,Air Force 1,,0.0,,0.6,0.0,2024/10/26,Retail,Pune,2847.01
2859,Women,Lifestyle,Air Force 1,7,,,,0.0,,Online,Pune,566.34
2860,Kids,Lifestyle,Air Force 1,XL,-1.0,7568.04,,0.0,2025/04/07,Retail,hyderbad,1365.3
2861,Kids,Training,ZoomX Invincible,XL,0.0,,,0.0,2025/04/20,Online,Pune,650.99
2862,Kids,Soccer,Phantom GT,9,4.0,7940.29,1.02,-635.22,11-11-2024,Retail,Delhi,1803.25
2863,Women,Training,Metcon 7,6,,8609.77,,0.0,2024-11-23,Retail,Pune,-711.07
2864,Kids,Soccer,Tiempo Legend,,-1.0,6445.79,0.45,-3545.18,2025/03/23,Online,bengaluru,1534.89
2865,Women,Soccer,Phantom GT,,1.0,,0.71,0.0,2024/12/16,Retail,Kolkata,-94.06
2866,Kids,Training,SuperRep Go,11,2.0,,,0.0,09-01-2025,Online,Pune,273.28
2867,Men,Soccer,Mercurial Superfly,11,1.0,9936.58,,0.0,2025-02-20,Online,Hyd,3190.43
2868,Women,Running,React Infinity,M,,7379.45,,0.0,2024/10/23,Retail,Delhi,-688.14
2869,Kids,Soccer,Premier III,M,4.0,,,0.0,26-07-2024,Online,Pune,1550.3
2870,Kids,Training,Metcon 7,M,1.0,9633.68,,0.0,2024/10/05,Retail,Delhi,771.96
2871,Men,Training,Flex Trainer,M,1.0,2294.09,,0.0,22-07-2025,Retail,Bangalore,1002.21
2872,Men,Basketball,Kyrie Flytrap,M,,3953.13,,0.0,2024-01-08,Online,Kolkata,3414.32
2873,Women,Running,Air Zoom,,,9050.52,0.86,0.0,,Retail,bengaluru,3364.79
2874,Women,Soccer,Mercurial Superfly,L,,,0.01,0.0,2024-03-04,Retail,Delhi,-109.71
2875,Women,Lifestyle,Dunk Low,L,4.0,7401.53,,0.0,2024/09/16,Retail,Bangalore,1559.28
2876,Kids,Lifestyle,Waffle One,,,,,0.0,2024/08/21,Retail,Hyd,-94.98
2877,Women,Basketball,Kyrie Flytrap,,,,,0.0,2024-12-08,Retail,Kolkata,3327.04
2878,Women,Training,ZoomX Invincible,M,,9213.58,1.23,0.0,,Retail,Hyderabad,3968.86
2879,Kids,Basketball,Zoom Freak,M,,2831.62,,0.0,03-02-2025,Retail,bengaluru,1053.25
2880,Kids,Basketball,Air Jordan,9,0.0,8132.33,0.63,0.0,19-05-2025,Retail,Delhi,191.67
2050,Kids,Basketball,Zoom Freak,6,3.0,,,0.0,30-06-2025,Retail,Kolkata,-1000.03
2882,Men,Training,Metcon 7,9,2.0,,0.9,0.0,,Retail,Kolkata,-127.44
2883,Kids,Soccer,Premier III,,,,,0.0,24-03-2025,Online,Delhi,1627.33
2884,Kids,Running,Pegasus Turbo,7,,9897.0,,0.0,10-05-2025,Online,hyderbad,-156.47
2885,Women,Lifestyle,Blazer Mid,XL,0.0,7671.31,,0.0,,Retail,Kolkata,3394.27
2886,Kids,Running,Free RN,XL,0.0,8164.32,0.94,0.0,19-08-2024,Retail,Pune,286.3
2887,Women,Lifestyle,Waffle One,L,,9292.33,,0.0,2024-02-25,Online,hyderbad,3747.95
2888,Kids,Running,Air Zoom,L,,8956.73,1.17,0.0,2025/06/24,Online,Pune,2320.49
2889,Women,Basketball,Zoom Freak,M,,,1.23,0.0,2024/09/01,Online,Hyd,2447.88
2890,Men,Soccer,Phantom GT,L,,,,0.0,23-05-2025,Retail,Bangalore,-147.78
2891,Women,Running,Air Zoom,,0.0,,,0.0,,Retail,Hyderabad,439.35
2892,Women,Running,Free RN,M,4.0,,,0.0,2024-11-24,Online,bengaluru,-1195.79
2893,Women,Running,React Infinity,10,1.0,,0.61,0.0,2025-04-01,Retail,Delhi,780.43
2894,Women,Lifestyle,Air Force 1,L,,,,0.0,2024/11/20,Retail,hyderbad,1796.17
